restaurant_id,restaurant_name,online_order,table_booking,rating,total_votes,location,restaurant_type,dishes_liked,cuisines,cost_for_two,service_type,city_category
444,Kaulige Millet Corner,Yes,No,3.3,4.0,Basavanagudi,Quick Bites,Unknown,Healthy Food,150.0,Delivery,Banashankari
446,Havmor,Yes,No,3.8,21.0,Basavanagudi,Dessert Parlor,Unknown,Ice Cream,200.0,Delivery,Banashankari
448,Dining Hut,Yes,No,3.5,10.0,Kumaraswamy Layout,Quick Bites,Unknown,North Indian,400.0,Delivery,Banashankari
450,Desi Swaad,Yes,No,3.5,10.0,Kumaraswamy Layout,Quick Bites,Unknown,North Indian,400.0,Delivery,Banashankari
451,Yummy Momos,Yes,No,3.2,4.0,Kumaraswamy Layout,Quick Bites,Unknown,Momos,200.0,Delivery,Banashankari
452,Masale Daan,Yes,No,3.1,4.0,Banashankari,Delivery,Unknown,North Indian,350.0,Delivery,Banashankari
457,Lassi Spot,Yes,No,3.3,4.0,Kumaraswamy Layout,Beverage Shop,Unknown,Unknown,100.0,Delivery,Banashankari
459,Healthy Bakes n Brew,Yes,No,0.0,0.0,Jayanagar,Bakery,Unknown,Bakery,150.0,Delivery,Banashankari
463,Aadhya Hotel,Yes,No,3.3,5.0,Basavanagudi,Casual Dining,Unknown,South Indian,800.0,Delivery,Banashankari
464,Dodda Mane Baaduta,Yes,No,3.5,15.0,Banashankari,Quick Bites,Unknown,North Indian,250.0,Delivery,Banashankari
469,Right Pizza,Yes,No,0.0,0.0,Basavanagudi,Quick Bites,Unknown,Pizza,300.0,Delivery,Banashankari
470,Udupi Upachar,Yes,No,3.3,6.0,Banashankari,Quick Bites,Unknown,South Indian,500.0,Delivery,Banashankari
471,Davanagere Benne Dose Hut,Yes,No,3.4,10.0,Banashankari,Quick Bites,Unknown,South Indian,100.0,Delivery,Banashankari
473,Jalsa,Yes,Yes,4.1,775.0,Banashankari,Casual Dining,Pasta,North Indian,800.0,Delivery,Banashankari
474,Subz,Yes,Yes,4.2,2022.0,Jayanagar,Casual Dining,Veg Buffet,North Indian,1000.0,Delivery,Banashankari
475,Rajastani Rasoi,Yes,No,0.0,0.0,Basavanagudi,Quick Bites,Unknown,North Indian,100.0,Delivery,Banashankari
476,Sri Banashankari Upahara,Yes,No,0.0,0.0,Kumaraswamy Layout,Quick Bites,Unknown,North Indian,150.0,Delivery,Banashankari
477,Cafe Shuffle,Yes,Yes,4.2,150.0,Banashankari,Cafe,Mocktails,Cafe,600.0,Delivery,Banashankari
479,Chinese Square,Yes,No,3.9,38.0,Basavanagudi,Quick Bites,Unknown,Chinese,200.0,Delivery,Banashankari
480,Hyderabad Express,Yes,No,0.0,0.0,Banashankari,Quick Bites,Unknown,Hyderabadi,300.0,Delivery,Banashankari
481,Punjabi Raswada,Yes,Yes,3.5,431.0,Jayanagar,Casual Dining,Gajar Ka Halwa,North Indian,800.0,Delivery,Banashankari
482,Vinnys,Yes,Yes,4.2,2115.0,Banashankari,Casual Dining,Pizza,Pizza,800.0,Delivery,Banashankari
483,Chettys Corner,Yes,No,3.4,30.0,Uttarahalli,Quick Bites,Unknown,Fast Food,200.0,Delivery,Banashankari
484,Kapoors Cafe,Yes,No,4.2,150.0,Jayanagar,Casual Dining,Lassi,North Indian,800.0,Delivery,Banashankari
485,Donne Biryani  Kabab Corner,Yes,No,3.3,12.0,Kumaraswamy Layout,Quick Bites,Unknown,Chinese,200.0,Delivery,Banashankari
486,Sukh Sagar,Yes,No,3.8,155.0,Jayanagar,Casual Dining,Pav Bhaji,South Indian,450.0,Delivery,Banashankari
487,S M V Snacks Corner,Yes,No,3.7,33.0,Basavanagudi,Quick Bites,Unknown,Fast Food,200.0,Delivery,Banashankari
491,San Churro Cafe,Yes,No,3.8,918.0,Banashankari,Cafe,Churros,Cafe,800.0,Delivery,Banashankari
495,Rasoi,Yes,No,3.3,128.0,Banashankari,Quick Bites,Lassi,North Indian,300.0,Delivery,Banashankari
496,Mr Singh Da Dhaba,Yes,No,3.6,241.0,Kumaraswamy Layout,Quick Bites,Mughlai Paratha,North Indian,300.0,Delivery,Banashankari
497,Kababs N Biryani,Yes,No,3.4,22.0,Banashankari,Quick Bites,Unknown,South Indian,200.0,Delivery,Banashankari
498,Ayodhya Upachar,Yes,No,4.3,734.0,Banashankari,Quick Bites,Panneer Butter Masala,South Indian,200.0,Delivery,Banashankari
499,Biriyani Mane,Yes,No,3.8,130.0,Jayanagar,Quick Bites,Biryani,North Indian,400.0,Unknown,Jayanagar
501,Cafe Ajfan,Yes,No,4.2,261.0,Jayanagar,Cafe,Sandwiches,Cafe,700.0,Unknown,Jayanagar
504,SLV Corner Restaurant,Yes,No,4.1,364.0,Basavanagudi,Casual Dining,Masala Dosa,South Indian,550.0,Delivery,Banashankari
505,Biryani Royals Garden,Yes,No,0.0,0.0,Kumaraswamy Layout,Quick Bites,Unknown,North Indian,500.0,Delivery,Banashankari
506,Hotel New Karavali,Yes,No,3.8,133.0,Banashankari,Quick Bites,Unknown,Mangalorean,300.0,Delivery,Banashankari
511,Multi Snacky Hub,No,No,0.0,0.0,Basavanagudi,Quick Bites,Unknown,Fast Food,200.0,Delivery,Banashankari
512,Kettle  Kegs,Yes,No,3.2,6.0,Banashankari,Delivery,Unknown,Tea,200.0,Delivery,Banashankari
514,Corner House Ice Cream,No,No,4.3,345.0,Banashankari,Dessert Parlor,Hot Chocolate Fudge,Ice Cream,400.0,Desserts,Banashankari
516,XO Belgian Waffle,Yes,No,3.7,17.0,Banashankari,Dessert Parlor,Unknown,Desserts,400.0,Desserts,Banashankari
517,Old Mumbai Ice Cream,Yes,No,3.9,38.0,Banashankari,Dessert Parlor,Friendly Staff,Ice Cream,150.0,Desserts,Banashankari
519,Ammas Pastries,No,No,3.8,60.0,Banashankari,Dessert Parlor,Unknown,Bakery,400.0,Desserts,Banashankari
521,Sugar Rush,No,No,3.8,39.0,Banashankari,Bakery,Unknown,Bakery,300.0,Desserts,Banashankari
522,Polar Bear,Yes,No,3.9,116.0,Banashankari,Dessert Parlor,Sandwiches,Ice Cream,400.0,Desserts,Banashankari
523,San Churro Cafe,Yes,No,3.8,918.0,Banashankari,Cafe,Churros,Cafe,800.0,Desserts,Banashankari
525,Ibaco,Yes,No,3.9,41.0,Banashankari,Dessert Parlor,Unknown,Desserts,300.0,Desserts,Banashankari
528,Stoned Monkey,Yes,No,4.3,860.0,Banashankari,Dessert Parlor,Nachos,Desserts,500.0,Desserts,Banashankari
532,Keventers,Yes,No,3.7,54.0,Banashankari,Beverage Shop,Unknown,Desserts,400.0,Desserts,Banashankari
533,Dessert Rose,No,No,3.5,7.0,Banashankari,Dessert Parlor,Unknown,Desserts,500.0,Desserts,Banashankari
534,Thancos Natural Ice Creams,No,No,3.2,9.0,Banashankari,Dessert Parlor,Unknown,Ice Cream,300.0,Desserts,Banashankari
535,Corner Stone,No,No,3.6,42.0,Banashankari,Beverage Shop,Unknown,Beverages,300.0,Desserts,Banashankari
537,Cocoa Bakes,Yes,No,3.6,14.0,Banashankari,Bakery,Unknown,Bakery,350.0,Desserts,Banashankari
541,Arun Ice Cream,No,No,3.4,7.0,Banashankari,Dessert Parlor,Unknown,Ice Cream,150.0,Desserts,Banashankari
542,Just Bake,No,No,3.4,8.0,Banashankari,Bakery,Unknown,Bakery,400.0,Desserts,Banashankari
550,Darkolates,No,No,0.0,0.0,Banashankari,Confectionery,Unknown,Desserts,200.0,Desserts,Banashankari
556,Baskin Robbins,No,No,3.7,25.0,Basavanagudi,Dessert Parlor,Unknown,Ice Cream,250.0,Desserts,Banashankari
557,Redberrys,Yes,No,4.0,219.0,Basavanagudi,Cafe,Pizza,Cafe,600.0,Desserts,Banashankari
559,Srinivasa Brahmins Bakery,No,No,3.6,16.0,Basavanagudi,Bakery,Unknown,Bakery,150.0,Desserts,Banashankari
560,Jain Bakes,No,No,3.6,8.0,Basavanagudi,Bakery,Unknown,Bakery,250.0,Desserts,Banashankari
563,Sugar Stars Co,No,No,0.0,0.0,Basavanagudi,Bakery,Unknown,Bakery,300.0,Desserts,Banashankari
566,Iceberg Icecreams,Yes,No,4.0,43.0,Basavanagudi,Dessert Parlor,Unknown,Desserts,250.0,Desserts,Banashankari
576,Mini Punjabi Dhaba,Yes,No,4.2,287.0,Banashankari,Quick Bites,Panneer Butter Masala,North Indian,350.0,Dine-out,Banashankari
577,Onesta,Yes,Yes,4.6,2556.0,Banashankari,Casual Dining,Farmhouse Pizza,Pizza,600.0,Dine-out,Banashankari
578,Wamama,Yes,Yes,4.2,354.0,Banashankari,Casual Dining,Sushi,Asian,800.0,Unknown,Banashankari
580,Jalsa,Yes,Yes,4.1,775.0,Banashankari,Casual Dining,Pasta,North Indian,800.0,Dine-out,Banashankari
581,Vinnys,Yes,Yes,4.2,2115.0,Banashankari,Casual Dining,Pizza,Pizza,800.0,Dine-out,Banashankari
582,Jcubez,No,Yes,3.8,977.0,Banashankari,Lounge,Beer,Finger Food,1300.0,Dine-out,Banashankari
583,Gustoes Beer House,No,No,4.1,868.0,Banashankari,Pub,Beer,Continental,1200.0,Dine-out,Banashankari
584,Penthouse Cafe,Yes,No,4.0,324.0,Banashankari,Cafe,Pizza,Cafe,700.0,Dine-out,Banashankari
585,Spice Elephant,Yes,No,4.1,787.0,Banashankari,Casual Dining,Momos,Chinese,800.0,Dine-out,Banashankari
588,Cafe Shuffle,Yes,Yes,4.2,150.0,Banashankari,Cafe,Mocktails,Cafe,600.0,Dine-out,Banashankari
590,Peppy Peppers,No,No,4.2,244.0,Banashankari,Casual Dining,Pasta,Italian,800.0,Unknown,Banashankari
592,Anna Kuteera,Yes,No,4.0,771.0,Banashankari,Casual Dining,Panner Tikka,South Indian,450.0,Dine-out,Banashankari
595,CafEleven,No,No,4.0,424.0,Banashankari,Cafe,Sandwich,Cafe,450.0,Dine-out,Banashankari
596,Thamboola,Yes,No,3.9,135.0,Banashankari,Casual Dining,Spring Roll,North Indian,800.0,Dine-out,Banashankari
599,San Churro Cafe,Yes,No,3.8,918.0,Banashankari,Cafe,Churros,Cafe,800.0,Dine-out,Banashankari
601,Chung Wah,Yes,No,3.9,519.0,Banashankari,Casual Dining,Tom Yum Soup,Chinese,900.0,Dine-out,Banashankari
614,Green Gardenia,Yes,No,3.8,160.0,Banashankari,Casual Dining,Masala Papad,North Indian,700.0,Dine-out,Banashankari
623,Sri Yaksha Shiv Sagar,Yes,No,3.6,24.0,Banashankari,Casual Dining,Unknown,North Indian,600.0,Dine-out,Banashankari
626,Corner Stone,No,No,3.6,42.0,Banashankari,Beverage Shop,Unknown,Beverages,300.0,Dine-out,Banashankari
629,J Spice,Yes,No,3.8,59.0,Banashankari,Casual Dining,Stuffed Mushroom,North Indian,750.0,Dine-out,Banashankari
630,Swadesh Tadka,Yes,No,3.5,179.0,Banashankari,Casual Dining,Gulab Jamun,North Indian,600.0,Dine-out,Banashankari
631,Iyers Tiffin Centre,No,No,3.8,62.0,Banashankari,Quick Bites,Kesari Bath,South Indian,150.0,Dine-out,Banashankari
632,Kydz Adda,No,No,3.4,6.0,Banashankari,Casual Dining,Unknown,Continental,500.0,Dine-out,Banashankari
634,Kotian Karavali Restaurant,No,No,3.5,10.0,Banashankari,Quick Bites,Unknown,South Indian,300.0,Dine-out,Banashankari
636,Hide Out Cafe,No,No,3.7,31.0,Banashankari,Cafe,Unknown,Cafe,300.0,Dine-out,Banashankari
641,Manifest Cafe,No,No,3.5,10.0,Banashankari,Casual Dining,Unknown,South Indian,500.0,Dine-out,Banashankari
646,Lassi Stop,Yes,No,3.4,12.0,Banashankari,Beverage Shop,Unknown,Beverages,150.0,Dine-out,Banashankari
648,Sea Green Cafe,No,No,3.3,4.0,Banashankari,Cafe,Unknown,Cafe,500.0,Dine-out,Banashankari
653,As On Fire,Yes,No,3.5,41.0,South Bangalore,Food Truck,Pizza,Pizza,400.0,Dine-out,Banashankari
654,Pizza Hut,Yes,No,3.7,405.0,Banashankari,Casual Dining,Pizza,Pizza,750.0,Dine-out,Banashankari
655,New Prashanth Hotel,Yes,No,3.9,388.0,Banashankari,Casual Dining,Chicken Biryani,Biryani,650.0,Dine-out,Banashankari
656,Taaza Thindi,No,No,4.7,651.0,Banashankari,Quick Bites,Masala Dosa,South Indian,100.0,Dine-out,Banashankari
657,Hyderabad Express,Yes,No,0.0,0.0,Banashankari,Quick Bites,Unknown,Hyderabadi,300.0,Dine-out,Banashankari
658,Ayodhya Upachar,Yes,No,4.3,734.0,Banashankari,Quick Bites,Panneer Butter Masala,South Indian,200.0,Dine-out,Banashankari
659,Petoo,No,No,3.7,21.0,Banashankari,Quick Bites,Unknown,North Indian,450.0,Dine-out,Banashankari
660,Roving Feast,No,No,4.0,1047.0,Banashankari,Quick Bites,Pasta,Italian,450.0,Dine-out,Banashankari
663,Gama Gama,Yes,No,3.9,264.0,Banashankari,Quick Bites,Jowar Roti,South Indian,200.0,Dine-out,Banashankari
664,Hotel New Karavali,Yes,No,3.8,133.0,Banashankari,Quick Bites,Unknown,Mangalorean,300.0,Dine-out,Banashankari
665,Kaapi Corner,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,100.0,Dine-out,Banashankari
666,McDonalds,Yes,No,3.9,286.0,Banashankari,Quick Bites,Burgers,Burger,500.0,Dine-out,Banashankari
668,Bhattara Bhojana,Yes,No,3.6,66.0,Banashankari,Quick Bites,Unknown,South Indian,150.0,Dine-out,Banashankari
669,Davanagere Benne Dose Hut,Yes,No,3.4,10.0,Banashankari,Quick Bites,Unknown,South Indian,100.0,Dine-out,Banashankari
670,Utsav Restaurant,Yes,No,3.8,61.0,Banashankari,Quick Bites,Unknown,North Indian,300.0,Dine-out,Banashankari
672,Devanna Dum Biriyani Centre,Yes,No,3.6,28.0,Banashankari,Quick Bites,Unknown,Biryani,300.0,Dine-out,Banashankari
673,Janahaar,Yes,No,3.8,70.0,Banashankari,Quick Bites,Masala Dosa,South Indian,100.0,Dine-out,Banashankari
674,Stop N Joy,Yes,No,3.8,28.0,Banashankari,Quick Bites,Unknown,Fast Food,150.0,Dine-out,Banashankari
675,Dodda Mane Baaduta,Yes,No,3.5,15.0,Banashankari,Quick Bites,Unknown,North Indian,250.0,Dine-out,Banashankari
677,Brahmin Cafe,No,No,3.8,19.0,Banashankari,Quick Bites,Unknown,South Indian,150.0,Dine-out,Banashankari
679,Udupi Upachar,Yes,No,3.3,6.0,Banashankari,Quick Bites,Unknown,South Indian,500.0,Dine-out,Banashankari
685,Banashankari Donne Biriyani,Yes,No,3.8,104.0,Banashankari,Quick Bites,Unknown,Biryani,300.0,Dine-out,Banashankari
686,Addhuri Udupi Bhojana,No,No,3.7,88.0,Banashankari,Quick Bites,Masala Dosa,South Indian,300.0,Dine-out,Banashankari
688,Subway,Yes,No,3.7,136.0,Banashankari,Quick Bites,Veggie Delight,Salad,600.0,Dine-out,Banashankari
691,Hotel Mangala,No,No,3.9,88.0,Banashankari,Quick Bites,Khali Dosa,South Indian,250.0,Dine-out,Banashankari
692,Simple Thindies,No,No,3.5,8.0,Banashankari,Quick Bites,Unknown,South Indian,200.0,Dine-out,Banashankari
693,Rolls On Wheels,No,No,3.4,145.0,Banashankari,Quick Bites,Unknown,Fast Food,300.0,Dine-out,Banashankari
695,Kababs N Biryani,Yes,No,3.4,22.0,Banashankari,Quick Bites,Unknown,South Indian,200.0,Dine-out,Banashankari
696,Udupi Ruchi,Yes,No,3.9,57.0,Banashankari,Quick Bites,Unknown,South Indian,200.0,Dine-out,Banashankari
698,Kolbeh,No,No,3.7,22.0,Banashankari,Quick Bites,Unknown,Fast Food,500.0,Dine-out,Banashankari
699,Kolkata Kathi Rolls,Yes,No,3.6,18.0,Banashankari,Quick Bites,Unknown,Fast Food,250.0,Dine-out,Banashankari
700,Mylari Biryani Family Restaurant,Yes,No,3.7,73.0,Banashankari,Quick Bites,Unknown,Biryani,400.0,Dine-out,Banashankari
701,Upahar Sagar,No,No,3.8,39.0,Banashankari,Quick Bites,Masala Dosa,South Indian,350.0,Dine-out,Banashankari
704,Namma Biryani,Yes,No,3.6,24.0,Banashankari,Quick Bites,Unknown,Biryani,250.0,Dine-out,Banashankari
705,Chill Out,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,100.0,Dine-out,Banashankari
706,Parama Ruchi,No,No,3.5,11.0,Banashankari,Quick Bites,Unknown,South Indian,300.0,Dine-out,Banashankari
707,Thrilok Restaurant,No,No,3.4,9.0,Banashankari,Quick Bites,Unknown,Mangalorean,350.0,Dine-out,Banashankari
713,Maruthi Davangere Benne Dosa,Yes,No,4.0,17.0,Banashankari,Quick Bites,Unknown,South Indian,150.0,Dine-out,Banashankari
715,Pizza Stop,Yes,No,3.0,87.0,Banashankari,Quick Bites,Garlic Bread,Pizza,600.0,Dine-out,Banashankari
718,Hanumanthanagar Biryani Junction,No,No,3.5,17.0,Banashankari,Quick Bites,Unknown,South Indian,300.0,Dine-out,Banashankari
719,Faasos,Yes,No,4.2,415.0,Banashankari,Quick Bites,Rolls,North Indian,500.0,Unknown,Banashankari
721,Rasoi,Yes,No,3.3,128.0,Banashankari,Quick Bites,Lassi,North Indian,300.0,Dine-out,Banashankari
724,Chatar Patar,No,No,3.7,65.0,Banashankari,Quick Bites,Panipuri,Fast Food,300.0,Dine-out,Banashankari
725,Seven Star,Yes,No,3.4,7.0,Banashankari,Quick Bites,Unknown,North Indian,250.0,Dine-out,Banashankari
730,Utsav,Yes,No,3.7,59.0,Banashankari,Quick Bites,Paratha,North Indian,200.0,Dine-out,Banashankari
731,Mane Thindi,No,No,3.7,130.0,Banashankari,Quick Bites,Coffee,South Indian,200.0,Dine-out,Banashankari
734,Juicy Momos,Yes,No,3.5,80.0,Banashankari,Quick Bites,Rolls,Tibetan,250.0,Dine-out,Banashankari
735,Donne Biriyani House,Yes,No,3.9,441.0,Banashankari,Quick Bites,Biryani,South Indian,400.0,Dine-out,Banashankari
736,Srinagar Kabab Corner,No,No,3.4,10.0,Banashankari,Quick Bites,Unknown,North Indian,250.0,Dine-out,Banashankari
737,Sri Venkateshwara Chat Centre,No,No,3.5,12.0,Banashankari,Quick Bites,Unknown,Street Food,100.0,Dine-out,Banashankari
738,Vinay Bhel Corner,No,No,3.4,7.0,Banashankari,Quick Bites,Unknown,Street Food,100.0,Dine-out,Banashankari
741,Naveen Kabab  Biriyani Mane,No,No,3.2,9.0,Banashankari,Quick Bites,Unknown,Biryani,300.0,Dine-out,Banashankari
744,Yaarub Hotel,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,Biryani,250.0,Dine-out,Banashankari
746,Rotti Mane,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,100.0,Dine-out,Banashankari
747,Karnataka Bhel House,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,Street Food,150.0,Dine-out,Banashankari
748,Kannadigas Karavali,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,Mangalorean,250.0,Dine-out,Banashankari
750,Just Shawarma,Yes,No,3.8,66.0,Banashankari,Quick Bites,Unknown,Arabian,300.0,Dine-out,Banashankari
751,Aramane Donne Biryani,Yes,No,3.1,28.0,Banashankari,Quick Bites,Unknown,Biryani,200.0,Dine-out,Banashankari
756,Parjanya Chat Zone,No,No,3.3,17.0,Banashankari,Quick Bites,Unknown,Street Food,200.0,Dine-out,Banashankari
757,Yo Roll Corner,No,No,3.0,27.0,Banashankari,Quick Bites,Unknown,Street Food,200.0,Dine-out,Banashankari
759,Sri Lakshmi Kabab Center,No,No,3.3,4.0,Banashankari,Quick Bites,Unknown,Kebab,200.0,Dine-out,Banashankari
760,Cueferia ACafe,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,North Indian,400.0,Dine-out,Banashankari
761,Sri Basaveshwar Jolada Rotti Oota,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,150.0,Dine-out,Banashankari
762,Dtink Lab,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,Beverages,80.0,Dine-out,Banashankari
767,Panchami,No,No,3.0,15.0,Banashankari,Quick Bites,Unknown,North Indian,300.0,Dine-out,Banashankari
768,Bangalore Kabab Palace,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,Andhra,150.0,Dine-out,Banashankari
771,Sri Murari Family Restaurant,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,Biryani,250.0,Dine-out,Banashankari
773,Aramane Donne Biriyani,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,150.0,Dine-out,Banashankari
775,New Prakash Hotel,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,250.0,Dine-out,Banashankari
776,Gawdaru Mane Beriyani,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,300.0,Dine-out,Banashankari
777,Kings Court Daba,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,Chinese,450.0,Dine-out,Banashankari
778,MM Tiffen Center,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,150.0,Dine-out,Banashankari
780,Sri Balaji Tiffin Centre,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,300.0,Dine-out,Banashankari
781,New Indraprasta,No,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,150.0,Dine-out,Banashankari
782,Sree Sagar,Yes,No,0.0,0.0,Banashankari,Quick Bites,Unknown,South Indian,200.0,Dine-out,Banashankari
783,VEGeatz,Yes,No,3.4,19.0,Banashankari,Quick Bites,Unknown,South Indian,200.0,Dine-out,Banashankari
786,Matru Sagar,Yes,No,3.6,84.0,Banashankari,Quick Bites,Coffee,South Indian,250.0,Dine-out,Banashankari
787,Kavali,No,No,4.0,42.0,Banashankari,Quick Bites,Cheese Dosa,South Indian,300.0,Dine-out,Banashankari
789,Bunts Biriyani Palace,Yes,No,3.0,213.0,Banashankari,Quick Bites,Neer Dosa,North Indian,400.0,Dine-out,Banashankari
791,Udupi Upahar,Yes,No,3.8,58.0,Banashankari,Quick Bites,Unknown,South Indian,300.0,Dine-out,Banashankari
795,Vidyarthi Bhavan,No,No,4.4,4460.0,Basavanagudi,Quick Bites,Filter Kaapi,South Indian,150.0,Unknown,Basavanagudi
797,Bharjari Oota,No,No,3.9,153.0,Basavanagudi,Casual Dining,Curd Rice,South Indian,350.0,Dine-out,Banashankari
799,SLV Corner Restaurant,Yes,No,4.1,364.0,Basavanagudi,Casual Dining,Masala Dosa,South Indian,550.0,Dine-out,Banashankari
802,Eat Repeat,Yes,No,3.9,101.0,Basavanagudi,Quick Bites,Sweet Pongal,South Indian,150.0,Dine-out,Banashankari
804,Bridgeway,No,No,3.8,94.0,Mysore Road,Casual Dining,Unknown,North Indian,550.0,Dine-out,Banashankari
808,Aadhya Hotel,Yes,No,3.3,5.0,Basavanagudi,Casual Dining,Unknown,South Indian,800.0,Dine-out,Banashankari
809,Bhavani Restaurant,No,No,3.9,100.0,Basavanagudi,Quick Bites,Coffee,South Indian,300.0,Dine-out,Banashankari
810,Puliyogare Point,Yes,No,4.2,444.0,Basavanagudi,Quick Bites,Sweet Pongal,South Indian,100.0,Dine-out,Banashankari
811,Zephyr,No,No,3.9,133.0,Basavanagudi,Casual Dining,Chilli Paneer Pizza,Italian,650.0,Dine-out,Banashankari
812,Redberrys,Yes,No,4.0,219.0,Basavanagudi,Cafe,Pizza,Cafe,600.0,Dine-out,Banashankari
813,Hotel Dwarka,No,No,4.2,253.0,Basavanagudi,Quick Bites,Khali Dosa,South Indian,250.0,Dine-out,Banashankari
815,MaArya Family Restaurant,No,No,3.7,61.0,Basavanagudi,Casual Dining,Mutton Biryani,Biryani,600.0,Dine-out,Banashankari
819,New Prashanth Hotel,No,No,3.9,66.0,Basavanagudi,Casual Dining,Unknown,South Indian,400.0,Dine-out,Banashankari
822,Vijayalakshmi,Yes,No,3.9,47.0,Basavanagudi,Quick Bites,Unknown,South Indian,200.0,Dine-out,Banashankari
823,Nammura Donne Biriyani,Yes,No,3.5,155.0,Basavanagudi,Quick Bites,Unknown,Biryani,400.0,Dine-out,Banashankari
826,Ice Thunder,No,No,3.8,124.0,Basavanagudi,Quick Bites,Masala Poori,South Indian,300.0,Dine-out,Banashankari
828,Upahara Darshini,No,No,4.2,254.0,Basavanagudi,Quick Bites,Masala Dosa,South Indian,150.0,Dine-out,Banashankari
829,Mahalaxmi Tiffin Room,No,No,4.1,177.0,Basavanagudi,Quick Bites,Filter Coffee,South Indian,100.0,Dine-out,Banashankari
835,Chinese Square,Yes,No,3.9,38.0,Basavanagudi,Quick Bites,Unknown,Chinese,200.0,Dine-out,Banashankari
836,Castle Rock,Yes,No,3.6,172.0,Uttarahalli,Casual Dining,Biryani,North Indian,700.0,Dine-out,Banashankari
838,Right Pizza,Yes,No,0.0,0.0,Basavanagudi,Quick Bites,Unknown,Pizza,300.0,Dine-out,Banashankari
839,Kamat Bugle Rock,Yes,No,3.9,543.0,Basavanagudi,Quick Bites,Jowar Roti,South Indian,300.0,Dine-out,Banashankari
840,Basavanagudi Mylari,No,No,4.0,52.0,Basavanagudi,Quick Bites,Coffee,South Indian,300.0,Dine-out,Banashankari
841,RS Shiv Sagar,No,No,3.7,217.0,Basavanagudi,Casual Dining,Chaat,North Indian,450.0,Dine-out,Banashankari
842,New Prashanth Hotel,No,No,2.9,34.0,Basavanagudi,Casual Dining,Unknown,South Indian,750.0,Dine-out,Banashankari
845,Pramukh Family Restaurant,No,No,3.9,111.0,Basavanagudi,Casual Dining,Murgh Ghee Roast,North Indian,700.0,Dine-out,Banashankari
847,Vybhava,No,No,3.8,39.0,Jayanagar,Quick Bites,Masala Dosa,South Indian,250.0,Dine-out,Banashankari
849,Kadamba Classic,No,No,3.6,16.0,Mysore Road,Quick Bites,Unknown,South Indian,300.0,Dine-out,Banashankari
854,Kholi Mane,No,No,3.6,46.0,Basavanagudi,Quick Bites,Unknown,Andhra,450.0,Dine-out,Banashankari
861,New Rajadhani Spicy,Yes,No,3.7,67.0,Kumaraswamy Layout,Casual Dining,Unknown,North Indian,700.0,Dine-out,Banashankari
862,Matru Sagar,Yes,No,3.7,31.0,Mysore Road,Quick Bites,Unknown,South Indian,300.0,Dine-out,Banashankari
863,Sri Udupi Veg,No,No,3.3,4.0,Jayanagar,Quick Bites,Unknown,South Indian,250.0,Dine-out,Banashankari
865,Aahar Cafe,No,No,0.0,0.0,Basavanagudi,Quick Bites,Unknown,South Indian,100.0,Dine-out,Banashankari
866,Om Shiva Shakthi Chats Centre,No,No,3.9,26.0,Basavanagudi,Quick Bites,Unknown,Street Food,300.0,Dine-out,Banashankari
868,Burger King,Yes,No,3.2,71.0,Basavanagudi,Quick Bites,Unknown,Burger,600.0,Dine-out,Banashankari
869,Inchara Restaurant,Yes,No,0.0,0.0,Basavanagudi,Quick Bites,Unknown,North Indian,300.0,Dine-out,Banashankari
